Contour Area,Mean,Blinking,Emotion,Music
368,37.276524,0,3,1
,,,,
399,37.587112,1,3,1
,,,,
304,37.293964,0,3,1
,,,,
399,37.596222,0,3,1
,,,,
310,37.892723,1,3,1
,,,,
335,38.18141,1,3,1
,,,,
376,38.317352,0,3,1
,,,,
368,38.296223,0,5,1
,,,,
368,37.978806,1,5,1
,,,,
304,37.66253,0,5,1
,,,,
335,37.7878,0,5,1
,,,,
335,38.03828,1,5,1
,,,,
335,38.17087,1,5,1
,,,,
368,38.15218,1,5,1
,,,,
399,37.86281,0,5,1
,,,,
310,37.571682,1,5,1
,,,,
399,37.690464,1,5,1
,,,,
335,37.558125,0,5,1
,,,,
304,37.53594,0,5,1
,,,,
304,37.400608,1,3,1
,,,,
335,37.50642,0,5,1
,,,,
368,37.37226,1,3,1
,,,,
399,37.239147,1,3,1
,,,,
335,37.098686,0,3,1
,,,,
304,37.091583,0,5,1
,,,,
368,36.937428,0,3,1
,,,,
399,37.062687,1,5,1
,,,,
399,37.038635,0,5,1
,,,,
399,37.025414,1,5,1
,,,,
399,37.13619,0,5,1
,,,,
310,37.133472,0,5,1
,,,,
335,37.002556,1,5,1
,,,,
399,37.122093,1,5,1
,,,,
399,37.115562,0,5,1
,,,,
335,37.23392,0,5,1
,,,,
368,37.225803,0,5,1
,,,,
335,37.334965,0,5,1
,,,,
335,37.207024,1,5,1
,,,,
337,37.195312,0,5,1
,,,,
335,nan,0,5,2
,,,,
335,13.483466,0,5,2
,,,,
304,39.899868,1,5,2
,,,,
335,27.679697,0,5,2
,,,,
376,21.676659,0,5,2
,,,,
337,17.78854,0,5,2
,,,,
304,26.017107,1,5,2
,,,,
376,31.82094,1,5,2
,,,,
337,28.1451,1,5,2
,,,,
304,25.142092,1,5,2
,,,,
311.5,29.616459,0,5,2
,,,,
368,33.34626,1,5,2
,,,,
387,30.83549,0,5,2
,,,,
368,34.438564,1,5,2
,,,,
399,37.493923,1,5,2
,,,,
304,40.038994,1,5,2
,,,,
335,42.262455,0,5,2
,,,,
399,39.869434,0,5,2
,,,,
304,37.733032,1,5,2
,,,,
323,35.847828,1,5,2
,,,,
399,37.637306,0,5,2
,,,,
335,35.946068,1,5,2
,,,,
335,37.57342,0,5,2
,,,,
335,39.03691,1,5,2
,,,,
306,40.39546,0,5,2
,,,,
335,38.944492,1,5,2
,,,,
399,40.286034,1,5,2
,,,,
335,41.490044,1,5,2
,,,,
335,40.087086,0,5,2
,,,,
368,38.852962,1,5,2
,,,,
399,37.779198,0,5,2
,,,,
399,36.662525,0,5,2
,,,,
399,37.800076,0,5,2
,,,,
399,36.718803,1,5,2
,,,,
335,35.697662,1,5,2
,,,,
399,36.765076,1,5,2
,,,,
399,37.76117,0,5,2
,,,,
335,38.70176,1,5,2
,,,,
335,39.62629,1,5,2
,,,,
335,40.527836,1,5,2
,,,,
335,39.591667,0,5,2
,,,,
399,38.742737,0,5,2
,,,,
306,37.858818,0,5,2
,,,,
338,38.666443,0,5,2
,,,,
377,39.40617,1,5,2
,,,,
399,38.561905,0,5,2
,,,,
304,39.324432,0,5,2
,,,,
399,40.056473,0,5,2
,,,,
335,40.751045,1,5,2
,,,,
399,40.082657,0,5,2
,,,,
335,40.721146,0,5,2
,,,,
304,41.33599,0,5,2
,,,,
304,41.940388,1,5,2
,,,,
335,42.534485,0,5,2
,,,,
399,41.904278,1,5,2
,,,,
304,42.47714,1,5,2
,,,,
335,41.763268,1,5,2
,,,,
399,41.086357,0,5,2
,,,,
399,41.718895,0,5,2
,,,,
370,41.057537,1,5,2
,,,,
399,41.670982,0,5,2
,,,,
368,41.00764,0,5,2
,,,,
310,41.625496,0,5,2
,,,,
335,40.983932,1,5,2
,,,,
370,41.59795,0,5,2
,,,,
304,40.973362,1,5,2
,,,,
306,41.567554,1,5,2
,,,,
304,40.991917,1,5,2
,,,,
368,41.56102,0,5,2
,,,,
337,40.98767,0,5,2
,,,,
399,40.44809,1,5,2
,,,,
306,40.9933,1,5,2
,,,,
335,41.51604,0,5,2
,,,,
306,41.24352,0,5,2
,,,,
368,40.716835,1,5,2
,,,,
399,41.20699,0,5,2
,,,,
399,40.94718,0,5,2
,,,,
368,40.433586,1,5,2
,,,,
310,40.92365,0,5,2
,,,,
335,40.48966,1,5,2
,,,,
304,40.021435,1,5,2
,,,,
304,40.503765,1,5,2
,,,,
312,40.97469,0,5,2
,,,,
399,40.560364,0,5,2
,,,,
399,40.14824,0,5,2
,,,,
399,39.707405,1,5,2
,,,,
304,40.16857,0,5,2
,,,,
368,39.726124,0,5,2
,,,,
368,40.16983,1,5,2
,,,,
306,39.74403,1,5,2
,,,,
306,39.321266,1,5,2
,,,,
399,38.90464,0,5,2
,,,,
399,39.341545,0,5,2
,,,,
399,39.75811,1,5,2
,,,,
399,39.33598,0,5,2
,,,,
306,39.744095,1,5,2
,,,,
399,39.373623,0,5,2
,,,,
335,39.001423,0,5,2
,,,,
368,38.62939,1,5,2
,,,,
335,39.004356,0,5,2
,,,,
399,39.381664,0,5,2
,,,,
399,39.012947,0,5,2
,,,,
368,38.667503,0,5,2
,,,,
335,39.046894,0,5,2
,,,,
399,39.428185,1,5,2
,,,,
335,39.792545,0,5,2
,,,,
306,40.150013,1,5,2
,,,,
335,39.809555,0,5,2
,,,,
399,40.155373,1,5,2
,,,,
335,40.48151,0,5,2
,,,,
399,40.80164,1,5,2
,,,,
335,40.444355,0,5,2
,,,,
399,40.766804,1,5,2
,,,,
304,41.088337,0,5,2
,,,,
335,41.40455,0,5,2
,,,,
335,41.718914,0,5,2
,,,,
335,41.366634,0,5,2
,,,,
335,41.022217,1,5,2
,,,,
399,41.336693,0,5,2
,,,,
335,41.026516,0,5,2
,,,,
368,41.335716,1,5,2
,,,,
335,41.64392,1,5,2
,,,,
368,41.336906,0,5,2
,,,,
399,41.01207,0,5,2
,,,,
399,40.69586,0,5,2
,,,,
335,40.412422,1,5,2
,,,,
399,40.693947,1,5,2
,,,,
335,40.968193,1,5,2
,,,,
399,40.689247,0,5,2
,,,,
304,40.398705,0,5,2
,,,,
399,40.09329,0,5,2
,,,,
399,39.80117,1,5,2
,,,,
390,39.558624,0,5,2
,,,,
399,39.323566,1,5,2
,,,,
356.5,39.622437,1,5,2
,,,,
335,39.927284,1,5,2
,,,,
337,40.04172,0,5,2
,,,,
304,39.938477,0,5,2
,,,,
399,39.94687,1,5,2
,,,,
376.5,39.664093,1,5,2
,,,,
335,39.41365,1,5,2
,,,,
374,39.67878,0,5,2
,,,,
399,39.406075,1,5,2
,,,,
335,39.551624,1,5,2
,,,,
306,39.55649,1,5,2
,,,,
304,39.818325,1,5,2
,,,,
335,39.556427,0,5,2
,,,,
335,39.29531,1,5,2
,,,,
399,39.040607,0,5,2
,,,,
399,39.148193,0,5,2
,,,,
368,39.042725,1,5,2
,,,,
304,39.03961,0,5,2
,,,,
304,38.79813,1,5,2
,,,,
335,39.049442,0,5,2
,,,,
399,39.280888,0,5,2
,,,,
335,39.052174,0,5,2
,,,,
335,39.274605,1,5,2
,,,,
304,39.274605,1,5,2
,,,,
368,39.493584,0,5,2
,,,,
335,39.252434,0,5,2
,,,,
335,39.013626,0,5,2
,,,,
335,38.775246,0,5,2
,,,,
335,38.55836,0,5,2
,,,,
335,38.3253,0,5,2
,,,,
304,38.09442,0,5,2
,,,,
368,37.87285,1,5,2
,,,,
335,38.101017,1,5,2
,,,,
335,38.327026,1,5,2
,,,,
304,38.105568,0,5,2
,,,,
304,38.32864,1,5,2
,,,,
304,38.548912,0,5,2
,,,,
306,38.76334,0,5,2
,,,,
335,38.972183,0,5,2
,,,,
304,38.76757,0,5,2
,,,,
399,38.86208,1,5,2
,,,,
370,38.865543,1,5,2
,,,,
399,39.067417,1,5,2
,,,,
304,39.172874,0,5,2
,,,,
399,39.06948,0,5,2
,,,,
335,39.063183,1,5,2
,,,,
310,38.845108,1,5,2
,,,,
335,38.94171,0,3,2
,,,,
304,38.844734,1,3,2
,,,,
335,38.746807,1,3,2
,,,,
368,38.72576,0,3,2
,,,,
335,38.33893,0,3,2
,,,,
306,38.149616,0,3,2
,,,,
399,38.26395,0,3,2
,,,,
335,38.26003,1,3,2
,,,,
335,38.058697,0,3,2
,,,,
304,38.259895,1,3,2
,,,,
335,38.45892,0,3,2
,,,,
399,38.65553,0,3,2
,,,,
304,38.465897,1,3,2
,,,,
399,38.26885,1,3,2
,,,,
335,38.076557,0,3,2
,,,,
335,37.88148,1,3,2
,,,,
399,37.69,0,3,2
,,,,
304,37.889683,1,3,2
,,,,
335,37.698627,0,3,2
,,,,
399,37.893364,1,3,2
,,,,
335,37.731647,1,5,2
,,,,
399,37.6404,1,5,2
,,,,
399,37.729374,0,1,2
,,,,
399,37.729374,1,5,2
,,,,
335,37.73432,0,4,2
,,,,
399,37.550392,0,4,2
,,,,
335,38.25409,0,5,2
,,,,
399,38.071472,1,5,2
,,,,
304,37.891212,1,5,2
,,,,
335,37.719803,0,5,2
,,,,
335,37.806877,1,3,2
,,,,
335,37.806778,1,3,2
,,,,
304,37.633205,1,3,2
,,,,
374,37.463684,1,3,2
,,,,
399,37.460423,0,3,2
,,,,
304,37.3802,1,3,2
,,,,
399,37.297115,0,3,2
,,,,
304,37.29872,0,5,2
,,,,
304,37.47393,0,5,2
,,,,
335,37.64253,1,5,2
,,,,
374,37.472496,1,5,2
,,,,
335,37.805523,0,5,2
,,,,
304,37.669254,0,5,2
,,,,
342.5,37.839756,0,5,2
,,,,
304,38.008743,1,4,2
,,,,
304,38.178703,1,4,2
,,,,
335,38.34527,0,5,2
,,,,
399,38.179104,1,4,2
,,,,
353.5,38.33975,0,5,2
,,,,
335,38.49898,1,5,2
,,,,
335,38.351933,1,5,2
,,,,
368,38.26966,1,5,2
,,,,
399,38.113136,1,5,2
,,,,
399,38.27482,1,5,2
,,,,
399,38.12494,1,5,2
,,,,
399,37.974545,1,5,2
,,,,
368,38.122314,1,5,2
,,,,
335,38.27385,1,5,2
,,,,
335,38.11456,1,5,2
,,,,
399,38.266075,1,5,2
,,,,
304,38.116302,0,5,2
,,,,
304,37.96889,1,5,2
,,,,
335,37.82432,1,5,2
,,,,
368,37.97519,0,5,2
,,,,
335,37.825294,0,5,2
,,,,
304,37.67249,1,5,2
,,,,
335,37.534008,0,5,2
,,,,
304,37.410686,0,5,2
,,,,
304,37.57594,0,5,2
,,,,
399,37.737656,1,5,2
,,,,
399,37.67098,1,5,2
,,,,
310,37.530006,1,5,2
,,,,
399,37.684097,0,5,2
,,,,
335,37.558186,0,5,2
,,,,
335,37.423683,0,5,2
,,,,
335,37.285477,0,5,2
,,,,
304,37.43414,1,5,2
,,,,
335,37.293804,1,5,2
,,,,
335,37.15292,0,5,2
,,,,
399,37.011684,1,5,2
,,,,
335,37.14745,0,5,2
,,,,
304,37.282448,1,5,2
,,,,
335,37.41779,1,5,2
,,,,
310,37.350758,0,5,2
,,,,
399,37.415882,0,5,2
,,,,
370,37.412857,0,5,2
,,,,
335,37.55263,1,5,2
,,,,
304,37.412853,1,5,2
,,,,
374,37.279045,0,5,2
,,,,
338,37.41344,1,5,2
,,,,
368,37.41344,0,5,2
,,,,
335,37.548435,1,5,2
,,,,
304,37.682938,0,5,2
,,,,
399,37.81487,1,5,2
,,,,
381,37.675373,1,5,2
,,,,
338,37.809475,0,5,2
,,,,
304,37.673656,1,5,2
,,,,
306,37.542213,0,5,2
,,,,
335,37.405777,1,5,2
,,,,
335,37.27218,0,5,2
,,,,
399,37.410767,0,5,2
,,,,
304,37.281128,1,5,2
,,,,
335,37.217407,0,5,2
,,,,
335,37.09056,0,5,2
,,,,
335,36.96473,0,5,2
,,,,
335,36.83981,1,5,2
,,,,
374,36.905956,0,5,2
,,,,
399,36.900696,1,5,2
,,,,
335,36.776688,1,5,2
,,,,
335,36.67501,1,5,2
,,,,
306,36.60206,1,5,2
,,,,
304,36.73681,1,5,2
,,,,
310,36.87684,0,5,2
,,,,
399,37.024437,0,5,2
,,,,
335,36.935406,0,5,2
,,,,
399,36.824894,0,5,2
,,,,
304,37.002354,1,5,2
,,,,
368,37.183975,1,5,2
,,,,
304,37.366875,0,5,2
,,,,
335,37.309223,1,5,2
,,,,
304,37.26034,0,5,2
,,,,
335,37.177746,0,5,2
,,,,
335,37.12652,1,5,2
,,,,
306,37.035023,1,5,2
,,,,
335,36.944016,1,5,2
,,,,
304,36.829254,0,5,2
,,,,
335,36.714943,1,5,2
,,,,
306,36.6007,1,5,2
,,,,
399,36.4969,1,5,2
,,,,
335,36.405804,0,5,2
,,,,
335,36.32732,0,5,2
,,,,
335,36.229206,1,5,2
,,,,
399,36.143726,1,5,2
,,,,
335,36.046944,0,5,2
,,,,
335,35.9588,0,5,2
,,,,
304,35.863117,1,5,2
,,,,
335,35.774876,0,5,2
,,,,
304,35.67717,1,5,2
,,,,
335,35.583202,0,5,2
,,,,
335,35.476994,1,5,2
,,,,
304,35.37487,0,5,2
,,,,
311.5,35.278305,0,5,2
,,,,
304,35.173244,1,5,2
,,,,
368,35.07641,0,5,2
,,,,
304,35.189262,1,5,2
,,,,
335,35.299187,1,5,2
,,,,
368,35.213932,1,5,2
,,,,
399,35.32925,1,5,2
,,,,
304,35.23123,1,5,2
,,,,
335,35.351925,0,5,2
,,,,
399,35.473488,1,5,2
,,,,
335,35.595924,1,5,2
,,,,
335,35.503834,1,5,2
,,,,
399,35.401787,0,5,2
,,,,
304,35.531155,1,5,2
,,,,
335,35.659546,1,5,2
,,,,
335,35.574623,1,5,2
,,,,
335,35.69985,0,5,2
,,,,
399,35.826405,0,5,2
,,,,
335,35.724365,1,5,2
,,,,
335,35.61905,1,5,2
,,,,
399,35.513744,0,5,2
,,,,
335,35.4138,1,5,2
,,,,
335,35.537357,1,5,2
,,,,
312,35.66065,0,5,2
,,,,
335,35.725067,1,5,2
,,,,
335,35.723263,0,5,2
,,,,
335,35.634735,1,5,2
,,,,
335,nan,0,5,2
,,,,
374,4.754135,1,5,2
,,,,
368,40.19462,0,5,2
,,,,
335,51.54591,0,5,2
,,,,
368,56.971157,0,5,2
,,,,
368,46.499138,0,5,2
,,,,
399,51.272583,1,5,2
,,,,
399,44.84324,1,5,2
,,,,
399,40.05995,1,5,2
,,,,
335,36.133095,0,5,2
,,,,
338,32.7779,1,5,2
,,,,
335,36.4953,0,5,2
,,,,
364,34.338173,0,5,2
,,,,
399,37.54692,0,5,2
,,,,
399,40.30976,0,5,2
,,,,
380,38.25929,0,5,2
,,,,
345,40.677567,0,5,2
,,,,
304,42.825512,1,5,2
,,,,
368,40.74509,1,5,2
,,,,
304,38.996662,1,5,2
,,,,
306,37.429756,0,5,2
,,,,
335,35.767967,1,5,2
,,,,
304,34.21033,0,5,2
,,,,
335,32.771538,0,5,2
,,,,
345,31.49923,1,5,2
,,,,
304,30.287544,1,5,2
,,,,
335,29.220032,1,5,2
,,,,
370,28.222557,0,5,2
,,,,
368,29.79122,1,5,2
,,,,
399,31.246923,1,5,2
,,,,
376,32.6386,0,5,2
,,,,
337,33.954685,0,5,2
,,,,
370,32.946945,0,5,2
,,,,
337,34.187435,1,5,2
,,,,
337,33.211334,0,5,2
,,,,
306,32.32782,1,5,2
,,,,
399,33.453247,0,5,2
,,,,
399,32.622272,1,5,2
,,,,
304,31.82984,0,5,2
,,,,
368,32.887737,1,5,2
,,,,
399,33.87635,1,4,2
,,,,
335,33.08668,1,4,2
,,,,
399,33.528057,1,4,2
,,,,
399,33.674656,0,4,2
,,,,
399,34.211758,1,4,2
,,,,
399,33.502346,1,5,2
,,,,
335,32.80478,0,5,2
,,,,
335,32.16895,0,5,2
,,,,
353.5,31.509178,0,5,2
,,,,
335,30.333668,0,5,2
,,,,
368,29.789501,0,5,2
,,,,
335,29.235851,0,5,2
,,,,
351.5,28.714762,0,5,2
,,,,
351.5,29.139565,1,5,2
,,,,
376.5,29.292303,1,5,2
,,,,
368,30.102343,0,5,2
,,,,
399,30.874126,1,5,2
,,,,
399,30.349483,1,5,2
,,,,
399,29.847784,0,5,2
,,,,
399,28.899511,0,5,2
,,,,
399,28.460726,1,5,2
,,,,
306,28.021353,0,5,2
,,,,
335,27.599083,1,5,2
,,,,
304,27.188522,0,5,2
,,,,
399,26.81622,1,5,2
,,,,
331,27.535791,0,4,2
,,,,
335,28.233591,0,4,2
,,,,
399,27.839043,0,4,2
,,,,
335,27.45287,0,5,2
,,,,
335,27.08059,1,4,2
,,,,
338,27.39868,1,4,2
,,,,
306,27.561634,1,5,2
,,,,
304,27.868872,1,4,2
,,,,
374,27.691687,0,4,2
,,,,
304,27.828089,1,5,2
,,,,
362,27.534796,0,5,2
,,,,
317.5,27.188377,0,5,2
,,,,
399,27.521826,0,1,2
,,,,
335,28.130365,0,5,2
,,,,
335,27.796412,0,1,2
,,,,
335,27.88468,0,1,2
,,,,
317,27.57259,0,1,2
,,,,
335,27.270916,1,5,2
,,,,
304,27.546785,1,5,2
,,,,
335,27.385695,1,5,2
,,,,
335,27.498264,0,1,2
,,,,
335,26.957323,0,5,2
,,,,
335,26.704811,1,4,2
,,,,
368,26.433132,1,4,2
,,,,
304,26.178806,0,4,2
,,,,
335,25.950916,0,4,2
,,,,
335,25.708014,0,4,2
,,,,
399,25.459631,0,5,2
,,,,
399,25.712145,1,5,2
,,,,
304,25.526377,1,5,2
,,,,
335,25.794622,0,5,2
,,,,
304,25.668762,0,5,2
,,,,
399,25.544172,0,5,2
,,,,
399,25.684542,0,5,2
,,,,
399,25.456964,0,5,2
,,,,
335,25.715923,1,5,2
,,,,
335,25.83628,1,5,2
,,,,
335,26.099335,1,5,2
,,,,
399,26.205742,1,5,2
,,,,
399,26.654028,1,5,2
,,,,
335,26.415915,1,5,2
,,,,
335,26.862057,0,5,2
,,,,
304,26.62914,0,5,2
,,,,
368,27.053408,1,5,2
,,,,
368,27.45396,0,5,2
,,,,
335,27.294447,1,5,2
,,,,
399,27.12991,1,5,2
,,,,
370,27.500864,1,5,2
,,,,
335.5,27.279703,0,5,2
,,,,
368,27.656204,1,5,2
,,,,
399,27.508713,0,5,2
,,,,
399,27.361341,1,5,2
,,,,
306,27.201498,0,5,2
,,,,
399,27.036503,1,5,2
,,,,
335,26.865362,0,5,2
,,,,
399,26.673853,1,5,2
,,,,
399,26.4921,0,5,2
,,,,
399,26.284847,0,5,2
,,,,
306,26.640663,0,5,2
,,,,
337,26.98687,0,5,2
,,,,
335,26.826675,0,5,2
,,,,
399,26.69308,1,5,2
,,,,
306,26.69308,1,5,2
,,,,
304,26.576103,0,5,2
,,,,
399,26.935305,0,5,2
,,,,
335,26.757364,0,5,2
,,,,
370,26.595093,1,5,2
,,,,
335,26.955574,0,5,2
,,,,
335,26.79973,1,5,2
,,,,
342.5,27.137135,1,5,2
,,,,
304,26.981176,1,5,2
,,,,
368,26.900064,1,5,2
,,,,
335,26.73652,1,5,2
,,,,
306,26.558336,1,5,2
,,,,
311.5,26.371687,0,5,2
,,,,
306,26.18981,1,5,2
,,,,
306,26.014921,0,5,2
,,,,
337,25.838137,1,5,2
,,,,
312,25.672304,1,5,2
,,,,
399,25.972,1,5,2
,,,,
348,26.25491,0,5,2
,,,,
317.5,26.098942,0,5,2
,,,,
335,25.951847,1,5,2
,,,,
306,25.623323,1,5,2
,,,,
399,25.469984,0,5,2
,,,,
399,25.337624,1,5,2
,,,,
393,25.629744,1,5,2
,,,,
335,25.913826,0,5,2
,,,,
348,25.795637,1,5,2
,,,,
307.5,25.694202,0,5,2
,,,,
310,25.606937,0,5,2
,,,,
382,25.549519,0,5,2
,,,,
337,25.45496,0,5,2
,,,,
335,25.752874,0,5,2
,,,,
335,25.616493,1,5,2
,,,,
399,25.549698,1,5,2
,,,,
335,25.810638,0,5,2
,,,,
399,26.074821,0,5,2
,,,,
335,26.338879,1,5,2
,,,,
335,26.196943,0,5,2
,,,,
399,26.06991,0,5,2
,,,,
399,26.317406,1,5,2
,,,,
310,26.171278,1,5,2
,,,,
338,26.028105,1,5,2
,,,,
399,25.885927,0,5,2
,,,,
368,25.749058,1,5,2
,,,,
304,25.605537,1,5,2
,,,,
304,25.855602,0,5,2
,,,,
335,25.717215,1,5,2
,,,,
304,25.648865,1,5,2
,,,,
399,25.895096,0,5,2
,,,,
335,26.141966,0,5,2
,,,,
335,26.389164,0,5,2
,,,,
399,26.267279,0,5,2
,,,,
399,26.502327,1,5,2
,,,,
399,26.73198,1,5,2
,,,,
337,26.680117,1,5,2
,,,,
399,26.588966,1,5,2
,,,,
335,26.463024,1,5,2
,,,,
310,26.342203,0,5,2
,,,,
374,26.215984,1,5,2
,,,,
304,26.455988,1,5,2
,,,,
304,26.69126,0,5,2
,,,,
374,26.56743,0,5,2
,,,,
312.5,26.435194,1,5,2
,,,,
368,26.309607,1,5,2
,,,,
335,26.191149,0,5,2
,,,,
310,26.44362,0,5,2
,,,,
335,26.69753,0,5,2
,,,,
310,26.597252,1,5,2
,,,,
306,26.855515,1,5,2
,,,,
304,27.11886,0,5,2
,,,,
335,26.990704,1,5,2
,,,,
335,26.866982,0,5,2
,,,,
399,26.739914,1,5,2
,,,,
399,26.991005,1,5,2
,,,,
304,27.243948,1,5,2
,,,,
304,27.492025,1,5,2
,,,,
335,27.38083,0,5,2
,,,,
312,27.346167,0,5,2
,,,,
335,27.516813,1,5,2
,,,,
304,27.522501,1,5,2
,,,,
335,27.51877,0,5,2
,,,,
335,27.53232,1,5,2
,,,,
335,27.637423,1,5,2
,,,,
304,27.829227,0,5,2
,,,,
335,28.02988,1,5,2
,,,,
335,28.238123,1,5,2
,,,,
338,28.141653,1,5,2
,,,,
337,28.367044,0,5,2
,,,,
337,28.596502,0,5,2
,,,,
306,28.82626,0,5,2
,,,,
376,29.050657,0,5,2
,,,,
399,29.013186,1,5,2
,,,,
335,28.925192,0,5,2
,,,,
342.5,29.147486,1,5,2
,,,,
348,29.248547,1,5,2
,,,,
317,29.1951,0,5,2
,,,,
312,29.1951,0,5,2
,,,,
337,29.217617,1,5,2
,,,,
370,29.24458,1,5,2
,,,,
306,29.223967,1,5,2
,,,,
337,29.165394,0,5,2
,,,,
304,29.083773,0,5,2
,,,,
370.5,29.188477,0,5,2
,,,,
399,29.083393,1,5,2
,,,,
399,29.125269,1,5,2
,,,,
399,29.291231,1,5,2
,,,,
399,29.492361,0,5,2
,,,,
399,29.422297,1,5,2
,,,,
345,29.368568,1,5,2
,,,,
332,29.560516,1,5,2
,,,,
335,nan,0,5,2
,,,,
323,1.7071068,1,5,2
,,,,
348,35.5358,0,5,2
,,,,
304,23.8572,1,5,2
,,,,
399,20.591887,1,5,2
,,,,
399,16.76789,1,5,2
,,,,
335,26.223366,0,5,2
,,,,
399,24.381678,1,5,2
,,,,
335,30.664202,0,5,2
,,,,
356.5,35.674698,1,5,2
,,,,
399,32.053192,1,5,2
,,,,
306,29.547287,1,5,2
,,,,
335,27.166088,1,5,2
,,,,
335,24.943916,1,5,2
,,,,
335,23.223703,0,5,2
,,,,
335,21.729351,0,5,2
,,,,
335,20.402403,1,5,2
,,,,
337,19.411598,0,5,2
,,,,
335,18.59898,0,5,2
,,,,
399,17.84578,0,5,2
,,,,
399,17.226673,0,5,2
,,,,
335,19.694895,0,5,2
,,,,
335,21.914076,0,5,2
,,,,
374,21.101322,0,5,2
,,,,
399,20.41179,0,5,2
,,,,
335,22.501043,0,5,2
,,,,
342.5,22.010805,1,5,2
,,,,
337,23.950512,0,5,2
,,,,
335,23.271162,1,5,2
,,,,
337,22.60473,0,5,2
,,,,
335,21.94717,0,5,2
,,,,
335,21.388683,0,5,2
,,,,
399,20.789965,0,5,2
,,,,
399,20.211788,0,5,2
,,,,
301,19.681103,0,5,2
,,,,
337,20.449682,1,5,2
,,,,
304,20.82046,1,5,2
,,,,
337,20.279547,0,5,2
,,,,
323,19.73764,1,5,2
,,,,
368,20.461927,0,5,2
,,,,
335,20.461927,0,5,2
,,,,
335,20.266848,1,5,2
,,,,
399,20.037394,0,5,2
,,,,
399,20.427845,1,5,2
,,,,
368,20.427845,0,5,2
,,,,
399,19.98168,0,5,2
,,,,
312,21.1861,1,5,2
,,,,
335,20.743124,0,5,2
,,,,
399,21.932657,0,5,2
,,,,
337,23.089746,1,5,2
,,,,
310,22.614576,1,5,2
,,,,
335,22.170935,1,5,2
,,,,
335,21.709852,0,5,2
,,,,
368,22.754313,1,5,2
,,,,
335,23.757235,1,5,2
,,,,
399,24.722174,0,5,2
,,,,
317,25.650448,1,5,2
,,,,
317.5,26.533485,0,5,2
,,,,
370,27.39256,1,5,2
,,,,
375.5,26.951244,1,5,2
,,,,
337,26.63395,0,5,2
,,,,
335,26.248367,1,5,2
,,,,
318.5,25.885086,0,5,2
,,,,
312,26.680344,0,5,2
,,,,
304,26.259071,1,5,2
,,,,
399,26.986744,0,5,2
,,,,
399,27.66374,0,5,2
,,,,
335,27.285875,1,5,2
,,,,
335,27.91153,0,5,2
,,,,
381,27.513136,1,5,2
,,,,
356,28.02218,1,5,2
,,,,
342.5,28.50248,1,5,2
,,,,
381,28.975332,0,5,2
,,,,
335,29.446688,1,5,2
,,,,
399,29.638548,1,5,2
,,,,
399,29.53835,0,5,2
,,,,
381,29.704304,0,5,2
,,,,
335,30.141066,1,5,2
,,,,
399,29.773869,1,5,2
,,,,
337,29.479843,0,5,2
,,,,
304,29.186493,1,5,2
,,,,
323,29.581478,1,5,2
,,,,
370,29.947495,0,5,2
,,,,
335,29.588284,1,5,2
,,,,
335,29.230835,0,5,2
,,,,
310,29.623093,1,5,2
,,,,
335,30.006617,1,5,2
,,,,
335,29.934715,0,5,2
,,,,
399,29.98788,1,5,2
,,,,
335,30.061777,1,5,2
,,,,
335,30.11376,1,1,2
,,,,
304,30.11376,0,5,2
,,,,
399,30.116657,1,5,2
,,,,
399,29.966259,1,5,2
,,,,
